Date	Open	High	Low	Close	Volume	Dividends	Stock Splits
2024-01-01 00:00:00+00:00	4.850500106811523	4.852499961853027	4.851799964904785	4.850500106811523	0	0.0	0.0
2024-01-02 00:00:00+00:00	4.852399826049805	4.905099868774414	4.849503993988037	4.852399826049805	0	0.0	0.0
2024-01-03 00:00:00+00:00	4.922500133514404	4.9328999519348145	4.89905309677124	4.922500133514404	0	0.0	0.0
2024-01-04 00:00:00+00:00	4.9191999435424805	4.933300018310547	4.903200149536133	4.9191999435424805	0	0.0	0.0
2024-01-05 00:00:00+00:00	4.895599842071533	4.93209981918335	4.860499858856201	4.895599842071533	0	0.0	0.0
2024-01-08 00:00:00+00:00	4.8606672286987305	4.897799968719482	4.854679107666016	4.8606672286987305	0	0.0	0.0
2024-01-09 00:00:00+00:00	4.86899995803833	4.9054999351501465	4.841320037841797	4.86899995803833	0	0.0	0.0
2024-01-10 00:00:00+00:00	4.905099868774414	4.906400203704834	4.876999855041504	4.905099868774414	0	0.0	0.0
2024-01-11 00:00:00+00:00	4.89139986038208	4.892600059509277	4.857791900634766	4.89139986038208	0	0.0	0.0
2024-01-12 00:00:00+00:00	4.869699954986572	4.875	4.831500053405762	4.869699954986572	0	0.0	0.0
2024-01-15 00:00:00+00:00	4.85290002822876	4.881100177764893	4.8394999504089355	4.85290002822876	0	0.0	0.0
2024-01-16 00:00:00+00:00	4.862199783325195	4.923318862915039	4.857785224914551	4.862199783325195	0	0.0	0.0
2024-01-17 00:00:00+00:00	4.924900054931641	4.947700023651123	4.921599864959717	4.924900054931641	0	0.0	0.0
2024-01-18 00:00:00+00:00	4.934000015258789	4.9527997970581055	4.90003776550293	4.934000015258789	0	0.0	0.0
2024-01-19 00:00:00+00:00	4.92609977722168	4.934899806976318	4.902200222015381	4.92609977722168	0	0.0	0.0
2024-01-22 00:00:00+00:00	4.904642105102539	4.989999771118164	4.901830196380615	4.904642105102539	0	0.0	0.0
2024-01-23 00:00:00+00:00	4.98829984664917	4.998499870300293	4.956900119781494	4.98829984664917	0	0.0	0.0
2024-01-24 00:00:00+00:00	4.952199935913086	4.952899932861328	4.9064459800720215	4.952199935913086	0	0.0	0.0
2024-01-25 00:00:00+00:00	4.932499885559082	4.932799816131592	4.906499862670898	4.932499885559082	0	0.0	0.0
2024-01-26 00:00:00+00:00	4.915800094604492	4.92080020904541	4.901199817657471	4.915800094604492	0	0.0	0.0
2024-01-29 00:00:00+00:00	4.913599967956543	4.947700023651123	4.904799938201904	4.913599967956543	0	0.0	0.0
2024-01-30 00:00:00+00:00	4.950200080871582	4.97730016708374	4.933199882507324	4.950200080871582	0	0.0	0.0
2024-01-31 00:00:00+00:00	4.950300216674805	4.962100028991699	4.927000045776367	4.950300216674805	0	0.0	0.0
2024-02-01 00:00:00+00:00	4.951900005340576	4.966400146484375	4.912300109863281	4.951900005340576	0	0.0	0.0
2024-02-02 00:00:00+00:00	4.914999961853027	4.973599910736084	4.900782108306885	4.914999961853027	0	0.0	0.0
2024-02-05 00:00:00+00:00	4.932938098907471	5.014699935913086	4.932938098907471	4.932938098907471	0	0.0	0.0
2024-02-06 00:00:00+00:00	4.9499430656433105	4.987599849700928	4.948492050170898	4.9499430656433105	0	0.0	0.0
2024-02-07 00:00:00+00:00	4.962299823760986	4.9664998054504395	4.9511260986328125	4.962299823760986	0	0.0	0.0
2024-02-08 00:00:00+00:00	4.969299793243408	4.998600006103516	4.933596134185791	4.969299793243408	0	0.0	0.0
